plan_id,case_id,feature_id,method,feature_name,material,recognized_geometry,selected_tool_or_holder,operation_sequence,cutting_parameters,manufacturing_reasoning_notes,plan_text,cam_pass,expert_acceptable,initial_graph_violation,final_unresolved_failure
F18_C04_kgmcf,F18_C04,F18,KGMCF (Ours),open boundary transition slot,7075-Al,open transition slot,D5 end mill,Aero-MPKG-grounded route: open pocket milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F18_C04 (open boundary transition slot), the KGMCF (Ours) plan selects D5 end mill; proposes Aero-MPKG-grounded route: open pocket milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C05_vanilla,F18_C05,F18,Vanilla MLLM,open boundary transition slot,7075-Al,open transition slot,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F18_C05 (open boundary transition slot), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; holder collision risk; invalid CAM generation; tool-workpiece interference risk.",No,No,No,No
F18_C05_rag,F18_C05,F18,RAG-based Planner,open boundary transition slot,7075-Al,open transition slot,retrieved similar standard tool,retrieved template: open pocket milling; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F18_C05 (open boundary transition slot), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: open pocket milling; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F18_C05_react,F18_C05,F18,Standard ReAct Agent,open boundary transition slot,7075-Al,open transition slot,nearby catalog tool,stepwise reasoning route: open pocket milling with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F18_C05 (open boundary transition slot), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: open pocket milling with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. Potential issues recorded: holder collision risk.",No,No,No,No
F18_C05_kgmcf,F18_C05,F18,KGMCF (Ours),open boundary transition slot,7075-Al,open transition slot,D5 end mill,Aero-MPKG-grounded route: open pocket milling with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F18_C05 (open boundary transition slot), the KGMCF (Ours) plan selects D5 end mill; proposes Aero-MPKG-grounded route: open pocket milling with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F19_C01_vanilla,F19_C01,F19,Vanilla MLLM,edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,generic ball-end tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F19_C01 (edge-wear sensitive profile), the Vanilla MLLM plan selects generic ball-end tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F19_C01_rag,F19_C01,F19,RAG-based Planner,edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,coated carbide profile tool,retrieved template: low-load finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F19_C01 (edge-wear sensitive profile), the RAG-based Planner plan selects coated carbide profile tool; proposes retrieved template: low-load finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F19_C01_react,F19_C01,F19,Standard ReAct Agent,edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,nearby catalog tool,stepwise reasoning route: low-load finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F19_C01 (edge-wear sensitive profile), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: low-load finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. Potential issues recorded: invalid CAM generation; tool-workpiece interference risk.",No,No,No,No
F19_C01_kgmcf,F19_C01,F19,KGMCF (Ours),edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,coated carbide profile tool,Aero-MPKG-grounded route: low-load finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F19_C01 (edge-wear sensitive profile), the KGMCF (Ours) plan selects coated carbide profile tool; proposes Aero-MPKG-grounded route: low-load finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F19_C02_vanilla,F19_C02,F19,Vanilla MLLM,edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,default cavity tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F19_C02 (edge-wear sensitive profile), the Vanilla MLLM plan selects default cavity tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; holder collision risk; tool-workpiece interference risk.",No,No,No,No
F19_C02_rag,F19_C02,F19,RAG-based Planner,edge-wear sensitive profile,Ti-6Al-4V,profile requiring edge-wear control,coated carbide profile tool,retrieved template: low-load finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F19_C02 (edge-wear sensitive profile), the RAG-based Planner plan selects coated carbide profile tool; proposes retrieved template: low-load finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",No,No,No,No
